Home Team Previous Season Win Pctg,Home Team Current Season Win Pctg,Visiting Team Previous Season Win Pctg,Visiting Team Current Season Win Pctg,gameDate,Home Team,Visiting Team,"Winner: 0 Home, 1Visiting"
0.5366,0.371429,0.5732,0.585714,2022-04-07,OTT,NSH,1
0.5366,0.367347,0.4634,0.64,2022-02-20,OTT,NYR,1
0.4634,0.622951,0.4146,0.431034,2022-03-17,NYR,NYI,1
0.5,0.333333,0.4146,0.40625,2022-01-18,PHI,NYI,1
0.6341,0.328947,0.4878,0.618421,2022-04-18,CHI,CGY,1
0.5732,0.571429,0.4878,0.61039,2022-04-19,NSH,CGY,0
0.4634,0.674419,0.4268,0.695652,2022-02-12,MIN,CAR,0
0.4878,0.568182,0.3659,0.681818,2022-02-10,CGY,TOR,0
0.4756,0.25,0.4756,0.620253,2022-04-24,MTL,BOS,1
0.4634,0.652174,0.3902,0.693878,2022-02-18,MIN,FLA,1
0.5244,0.733333,0.4146,0.638298,2022-02-10,COL,TBL,0
0.4878,0.586957,0.3902,0.489362,2022-02-15,CGY,CBJ,0
0.5976,0.44898,0.3659,0.666667,2022-02-12,VAN,TOR,0
0.5366,0.375,0.4756,0.571429,2022-02-19,OTT,BOS,1
0.4268,0.6875,0.5732,0.56,2022-02-18,CAR,NSH,0
0.5488,0.304348,0.3902,0.488889,2022-02-10,BUF,CBJ,1
0.5366,0.442308,0.5244,0.72549,2022-02-23,DET,COL,1
0.4146,0.4,0.4756,0.2,2022-02-20,NYI,MTL,1
0.3293,0.5625,0.4756,0.45098,2022-02-17,EDM,ANA,0
0.4756,0.577778,0.4268,0.711111,2022-02-10,BOS,CAR,1
0.5366,0.369565,0.4878,0.595745,2022-02-15,OTT,STL,1
0.5,0.306122,0.6585,0.538462,2022-02-17,PHI,WSH,1
0.5732,0.584906,0.5854,0.352941,2022-02-24,PIT,NJD,1
0.6341,0.346154,0.3902,0.7,2022-02-20,CHI,FLA,1
0.4878,0.595745,0.4756,0.46,2022-02-16,CGY,ANA,0
0.622,0.458333,0.5976,0.46,2022-02-17,SJS,VAN,1
0.5488,0.32,0.5244,0.734694,2022-02-19,BUF,COL,1
0.4634,0.62963,0.4756,0.259259,2022-04-27,NYR,MTL,1
0.561,0.5,0.3293,0.553191,2022-02-15,LAK,EDM,1
0.4756,0.58,0.5244,0.72,2022-02-21,BOS,COL,0
0.3659,0.666667,0.4878,0.591837,2022-02-19,TOR,STL,1
0.5366,0.380952,0.4268,0.704545,2022-02-08,OTT,CAR,0
0.3902,0.686275,0.5732,0.568627,2022-02-22,FLA,NSH,1
0.5854,0.338028,0.4756,0.28169,2022-04-07,NJD,MTL,1
0.4146,0.45679,0.6585,0.54321,2022-04-28,NYI,WSH,0
0.5732,0.62,0.5,0.3125,2022-02-15,PIT,PHI,0
0.3902,0.510204,0.5488,0.313725,2022-02-20,CBJ,BUF,0
0.6341,0.352941,0.4512,0.5625,2022-02-18,CHI,DAL,1
0.4634,0.681818,0.5366,0.44,2022-02-14,MIN,DET,0
0.5976,0.45098,0.4756,0.461538,2022-02-19,VAN,ANA,1
0.622,0.468085,0.3293,0.543478,2022-02-14,SJS,EDM,1
0.4756,0.590909,0.5732,0.595745,2022-02-08,BOS,PIT,1
0.5488,0.333333,0.4146,0.395349,2022-02-15,BUF,NYI,0
0.4634,0.632653,0.5366,0.45098,2022-02-17,NYR,DET,1
0.6585,0.52,0.5366,0.377778,2022-02-13,WSH,OTT,1
0.4268,0.680851,0.3902,0.6875,2022-02-16,CAR,FLA,1
0.3902,0.52,0.3659,0.64,2022-02-22,CBJ,TOR,0
0.4878,0.577778,0.5854,0.354167,2022-02-10,STL,NJD,1
0.4512,0.545455,0.5732,0.595745,2022-02-09,DAL,NSH,0
0.4878,0.618182,0.3293,0.526316,2022-03-07,CGY,EDM,0
0.4756,0.471698,0.622,0.44,2022-02-22,ANA,SJS,0
0.6341,0.36,0.3902,0.5,2022-02-17,CHI,CBJ,1
0.3659,0.680851,0.5732,0.607843,2022-02-17,TOR,PIT,0
0.5366,0.363636,0.4756,0.586957,2022-02-12,OTT,BOS,1
0.4146,0.451613,0.5366,0.40625,2022-03-24,NYI,DET,0
0.5244,0.723404,0.4512,0.553191,2022-02-15,COL,DAL,1
0.5366,0.372093,0.5732,0.604167,2022-02-10,OTT,PIT,1
0.4512,0.543478,0.5244,0.73913,2022-02-13,DAL,COL,1
0.5366,0.454545,0.4756,0.571429,2022-01-02,DET,BOS,1
0.4634,0.636364,0.4146,0.617647,2022-01-02,NYR,TBL,0
0.5732,0.580645,0.622,0.515152,2022-01-02,PIT,SJS,0
0.6585,0.588235,0.5854,0.393939,2022-01-02,WSH,NJD,1
0.6341,0.34375,0.4878,0.566667,2022-01-02,CHI,CGY,1
0.5244,0.642857,0.4756,0.485714,2022-01-02,COL,ANA,0
0.3659,0.697674,0.4268,0.72093,2022-02-07,TOR,CAR,0
0.5366,0.38,0.4634,0.645833,2022-02-22,OTT,MIN,0
0.4634,0.647059,0.3293,0.545455,2022-01-03,NYR,EDM,0
0.4756,0.586207,0.5854,0.382353,2022-01-04,BOS,NJD,0
0.4756,0.173913,0.6585,0.530612,2022-02-10,MTL,WSH,1
0.5366,0.470588,0.622,0.5,2022-01-04,DET,SJS,0
0.3902,0.666667,0.4878,0.548387,2022-01-04,FLA,CGY,0
0.3902,0.483871,0.4146,0.628571,2022-01-04,CBJ,TBL,1
0.6341,0.333333,0.5244,0.655172,2022-01-04,CHI,COL,1
0.4756,0.5,0.5,0.393939,2022-01-04,ANA,PHI,0
0.3659,0.6875,0.3293,0.529412,2022-01-05,TOR,EDM,0
0.5732,0.59375,0.4878,0.558824,2022-01-05,PIT,STL,0
0.5976,0.4375,0.4146,0.425,2022-02-09,VAN,NYI,1
0.4756,0.566667,0.4634,0.625,2022-01-06,BOS,MIN,1
0.5488,0.294118,0.622,0.514286,2022-01-06,BUF,SJS,1
0.4756,0.215686,0.3659,0.653061,2022-02-21,MTL,TOR,0
0.4146,0.638889,0.4878,0.53125,2022-01-06,TBL,CGY,0
0.5854,0.4,0.3902,0.46875,2022-01-06,NJD,CBJ,0
0.5,0.382353,0.5732,0.606061,2022-01-06,PHI,PIT,1
0.4512,0.533333,0.3902,0.647059,2022-01-06,DAL,FLA,0
0.4756,0.5,0.5366,0.444444,2022-01-09,ANA,DET,0
0.561,0.470588,0.5732,0.628571,2022-01-06,LAK,NSH,1
0.4268,0.75,0.4878,0.515152,2022-01-07,CAR,CGY,0
0.4878,0.571429,0.6585,0.571429,2022-01-07,STL,WSH,0
0.4756,0.166667,0.5488,0.319149,2022-02-13,MTL,BUF,1
0.4146,0.621622,0.4756,0.580645,2022-01-08,TBL,BOS,1
0.5,0.371429,0.622,0.527778,2022-01-08,PHI,SJS,1
0.4268,0.727273,0.3902,0.657143,2022-01-08,CAR,FLA,1
0.3902,0.484848,0.5854,0.388889,2022-01-08,CBJ,NJD,0
0.4512,0.548387,0.5732,0.588235,2022-01-08,DAL,PIT,0
0.4634,0.636364,0.6585,0.555556,2022-01-08,MIN,WSH,0
0.5244,0.677419,0.3659,0.666667,2022-01-08,COL,TOR,0
0.3293,0.533333,0.4146,0.414634,2022-02-11,EDM,NYI,0
0.5976,0.493506,0.5366,0.376623,2022-04-19,VAN,OTT,1
0.4756,0.486486,0.4634,0.638889,2022-01-08,ANA,NYR,1
0.561,0.485714,0.5366,0.457143,2022-01-08,LAK,DET,0
0.4878,0.583333,0.4512,0.53125,2022-01-09,STL,DAL,0
0.4756,0.170213,0.3902,0.5,2022-02-12,MTL,CBJ,1
0.5854,0.34,0.4146,0.653061,2022-02-15,NJD,TBL,1
0.6585,0.540541,0.4756,0.59375,2022-01-10,WSH,BOS,1
0.3293,0.514286,0.5366,0.354839,2022-01-15,EDM,OTT,1
0.561,0.5,0.4634,0.621622,2022-01-10,LAK,NYR,0
0.5488,0.285714,0.4146,0.631579,2022-01-11,BUF,TBL,1
0.3902,0.666667,0.5976,0.457143,2022-01-11,FLA,VAN,0
0.5,0.3,0.4268,0.7,2022-02-21,PHI,CAR,1
0.3902,0.470588,0.6341,0.361111,2022-01-11,CBJ,CHI,1
0.5732,0.648649,0.5244,0.666667,2022-01-11,NSH,COL,0
0.4878,0.577778,0.4146,0.404762,2022-02-12,CGY,NYI,0
0.4756,0.487179,0.5732,0.6,2022-01-11,ANA,PIT,1
0.622,0.540541,0.5366,0.432432,2022-01-11,SJS,DET,0
0.4756,0.269841,0.4756,0.619048,2022-03-21,MTL,BOS,1
0.3293,0.56,0.4634,0.659574,2022-02-20,EDM,MIN,1
0.4756,0.617647,0.5,0.361111,2022-01-13,BOS,PHI,0
0.4146,0.641026,0.5976,0.444444,2022-01-13,TBL,VAN,0
0.4146,0.37931,0.5854,0.378378,2022-01-13,NYI,NJD,0
0.4268,0.705882,0.3902,0.485714,2022-01-13,CAR,CBJ,1
0.6341,0.378378,0.4756,0.194444,2022-01-13,CHI,MTL,0
0.5732,0.631579,0.5488,0.305556,2022-01-13,NSH,BUF,1
0.4878,0.5,0.5366,0.333333,2022-01-13,CGY,OTT,1
0.561,0.513514,0.5732,0.583333,2022-01-13,LAK,PIT,0
0.622,0.526316,0.4634,0.631579,2022-01-13,SJS,NYR,1
0.3902,0.675676,0.4512,0.529412,2022-01-14,FLA,DAL,0
0.4634,0.647059,0.4756,0.475,2022-01-14,MIN,ANA,0
0.4756,0.628571,0.5732,0.615385,2022-01-15,BOS,NSH,0
0.4756,0.177778,0.5854,0.340426,2022-02-08,MTL,NJD,1
0.5366,0.435897,0.5488,0.297297,2022-01-15,DET,BUF,0
0.4146,0.65,0.4512,0.514286,2022-01-15,TBL,DAL,0
0.3902,0.684211,0.3902,0.472222,2022-01-15,FLA,CBJ,0
0.4146,0.366667,0.6585,0.552632,2022-01-15,NYI,WSH,1
0.5,0.351351,0.4634,0.641026,2022-01-15,PHI,NYR,1
0.4268,0.714286,0.5976,0.432432,2022-01-15,CAR,VAN,0
0.6341,0.394737,0.4756,0.463415,2022-01-15,CHI,ANA,0
0.4878,0.578947,0.3659,0.666667,2022-01-15,STL,TOR,1
0.622,0.512821,0.5732,0.594595,2022-01-15,SJS,PIT,1
0.6585,0.538462,0.5976,0.447368,2022-01-16,WSH,VAN,1
0.5488,0.289474,0.5366,0.45,2022-01-17,BUF,DET,1
0.3659,0.682927,0.5854,0.340909,2022-01-31,TOR,NJD,0
0.4146,0.387097,0.5,0.342105,2022-01-17,NYI,PHI,0
0.4878,0.589744,0.5732,0.6,2022-01-17,STL,NSH,0
0.5244,0.694444,0.4634,0.628571,2022-01-17,COL,MIN,0
0.622,0.525,0.561,0.512821,2022-01-17,SJS,LAK,0
0.4756,0.611111,0.4268,0.722222,2022-01-18,BOS,CAR,1
0.5366,0.34375,0.5488,0.307692,2022-01-18,OTT,BUF,1
0.4146,0.407407,0.3902,0.482759,2022-03-10,NYI,CBJ,0
0.5,0.326087,0.5366,0.4375,2022-02-09,PHI,DET,1
0.5732,0.585366,0.5976,0.461538,2022-01-18,NSH,VAN,1
0.4512,0.5,0.4756,0.210526,2022-01-18,DAL,MTL,1
0.4878,0.514286,0.3902,0.666667,2022-01-18,CGY,FLA,0
0.3293,0.522727,0.6341,0.361702,2022-02-09,EDM,CHI,1
0.561,0.5,0.4146,0.658537,2022-01-18,LAK,TBL,1
0.4634,0.65,0.3659,0.648649,2022-01-19,NYR,TOR,0
0.4756,0.452381,0.5244,0.702703,2022-01-19,ANA,COL,1
0.4756,0.621622,0.6585,0.536585,2022-01-20,BOS,WSH,0
0.5488,0.3,0.4512,0.513514,2022-01-20,BUF,DAL,1
0.5,0.325,0.3902,0.486486,2022-01-20,PHI,CBJ,1
0.5732,0.615385,0.5366,0.333333,2022-01-20,PIT,OTT,0
0.3293,0.5,0.3902,0.675,2022-01-20,EDM,FLA,1
0.561,0.487805,0.5244,0.710526,2022-01-20,LAK,COL,1
0.5366,0.439024,0.4512,0.526316,2022-01-21,DET,DAL,1
0.4268,0.72973,0.4634,0.634146,2022-01-21,CAR,NYR,0
0.3902,0.473684,0.5732,0.625,2022-01-21,CBJ,PIT,1
0.6341,0.375,0.4634,0.638889,2022-01-21,CHI,MIN,1
0.5976,0.45,0.3902,0.682927,2022-01-21,VAN,FLA,1
0.4756,0.465116,0.4146,0.642857,2022-01-21,ANA,TBL,0
0.5488,0.317073,0.5,0.317073,2022-01-22,BUF,PHI,0
0.3659,0.657895,0.4146,0.466667,2022-04-17,TOR,NYI,0
0.5854,0.384615,0.4268,0.710526,2022-01-22,NJD,CAR,0
0.6585,0.547619,0.5366,0.323529,2022-01-22,WSH,OTT,0
0.5732,0.604651,0.5366,0.428571,2022-01-22,NSH,DET,0
0.4634,0.648649,0.6341,0.365854,2022-01-22,MIN,CHI,0
0.5244,0.717949,0.4756,0.2,2022-01-22,COL,MTL,0
0.3293,0.513514,0.4878,0.5,2022-01-22,EDM,CGY,0
0.622,0.5,0.4146,0.651163,2022-01-22,SJS,TBL,1
0.5854,0.375,0.561,0.5,2022-01-23,NJD,LAK,1
0.3902,0.461538,0.5366,0.342857,2022-01-23,CBJ,OTT,1
0.5976,0.439024,0.4878,0.609756,2022-01-23,VAN,STL,1
0.4756,0.615385,0.4756,0.477273,2022-01-24,BOS,ANA,1
0.4634,0.651163,0.561,0.488372,2022-01-24,NYR,LAK,0
0.5,0.309524,0.4512,0.538462,2022-01-24,PHI,DAL,1
0.4634,0.657895,0.4756,0.195122,2022-01-24,MIN,MTL,0
0.5244,0.725,0.6341,0.357143,2022-01-24,COL,CHI,0
0.4878,0.513514,0.4878,0.595238,2022-01-24,CGY,STL,0
0.5366,0.361111,0.5488,0.309524,2022-01-25,OTT,BUF,0
0.5854,0.365854,0.4512,0.55,2022-01-25,NJD,DAL,1
0.4146,0.428571,0.5,0.302326,2022-01-25,NYI,PHI,0
0.5976,0.428571,0.3293,0.526316,2022-01-25,VAN,EDM,1
0.3659,0.666667,0.4756,0.466667,2022-01-26,TOR,ANA,0
0.5366,0.418605,0.6341,0.372093,2022-01-26,DET,CHI,1
0.6585,0.522727,0.622,0.511628,2022-01-26,WSH,SJS,1
0.3902,0.45,0.4878,0.526316,2022-01-26,CBJ,CGY,1
0.5244,0.731707,0.4756,0.6,2022-01-26,COL,BOS,0
0.4756,0.190476,0.4756,0.478261,2022-01-27,MTL,ANA,1
0.5366,0.351351,0.4268,0.725,2022-01-27,OTT,CAR,1
0.4146,0.659091,0.5854,0.357143,2022-01-27,TBL,NJD,0
0.4146,0.416667,0.561,0.5,2022-01-27,NYI,LAK,1
0.3902,0.463415,0.4634,0.636364,2022-01-27,CBJ,NYR,0
0.4878,0.604651,0.4878,0.512821,2022-01-27,STL,CGY,0
0.3293,0.538462,0.5732,0.6,2022-01-27,EDM,NSH,0
0.4634,0.622222,0.4634,0.666667,2022-01-28,NYR,MIN,1
0.5732,0.613636,0.5366,0.431818,2022-01-28,PIT,DET,1
0.6341,0.363636,0.5244,0.738095,2022-01-28,CHI,COL,1
0.4512,0.536585,0.6585,0.533333,2022-01-28,DAL,WSH,1
0.4756,0.186047,0.3293,0.55,2022-01-29,MTL,EDM,1
0.5366,0.342105,0.4756,0.489362,2022-01-29,OTT,ANA,1
0.5366,0.422222,0.3659,0.675,2022-01-29,DET,TOR,1
0.3902,0.688889,0.622,0.5,2022-01-29,FLA,SJS,0
0.5,0.318182,0.561,0.488889,2022-01-29,PHI,LAK,0
0.4268,0.731707,0.5854,0.348837,2022-01-29,CAR,NJD,0
0.4878,0.525,0.5976,0.431818,2022-01-29,CGY,VAN,0
0.4756,0.181818,0.3902,0.47619,2022-01-30,MTL,CBJ,1
0.4146,0.405405,0.4634,0.675,2022-01-30,NYI,MIN,1
0.5732,0.6,0.561,0.5,2022-01-30,PIT,LAK,1
0.4268,0.738095,0.622,0.488889,2022-01-30,CAR,SJS,0
0.4878,0.586957,0.6341,0.354167,2022-02-12,STL,CHI,0
0.4512,0.547619,0.4756,0.595238,2022-01-30,DAL,BOS,0
0.5244,0.744186,0.5488,0.318182,2022-01-30,COL,BUF,0
0.5366,0.358974,0.3293,0.536585,2022-01-31,OTT,EDM,0
0.5366,0.434783,0.4756,0.479167,2022-01-31,DET,ANA,0
0.3902,0.465116,0.3902,0.695652,2022-01-31,CBJ,FLA,1
0.6341,0.355556,0.5976,0.444444,2022-01-31,CHI,VAN,1
0.4756,0.183673,0.4878,0.583333,2022-02-17,MTL,STL,0
0.4146,0.652174,0.622,0.478261,2022-02-01,TBL,SJS,0
0.5854,0.333333,0.3659,0.690476,2022-02-01,NJD,TOR,1
0.4146,0.421053,0.5366,0.35,2022-02-01,NYI,OTT,0
0.4634,0.638298,0.3902,0.680851,2022-02-01,NYR,FLA,0
0.5732,0.586957,0.6585,0.543478,2022-02-01,PIT,WSH,1
0.5732,0.608696,0.5976,0.434783,2022-02-01,NSH,VAN,0
0.4512,0.534884,0.4878,0.536585,2022-02-01,DAL,CGY,1
0.5366,0.425532,0.561,0.510638,2022-02-02,DET,LAK,1
0.6585,0.531915,0.3293,0.547619,2022-02-02,WSH,EDM,1
0.6341,0.347826,0.4634,0.682927,2022-02-02,CHI,MIN,1
0.5366,0.44898,0.5,0.319149,2022-02-12,DET,PHI,0
0.4146,0.66,0.3293,0.54902,2022-02-23,TBL,EDM,0
0.3659,0.647059,0.4634,0.632653,2022-02-24,TOR,MIN,0
0.3902,0.673077,0.3902,0.529412,2022-02-24,FLA,CBJ,1
0.5854,0.346939,0.5732,0.612245,2022-02-13,NJD,PIT,1
0.4634,0.647059,0.6585,0.528302,2022-02-24,NYR,WSH,0
0.5732,0.576923,0.4512,0.54902,2022-02-24,NSH,DAL,0
0.5976,0.471698,0.4878,0.6,2022-02-24,VAN,CGY,0
0.622,0.45098,0.4146,0.404255,2022-02-24,SJS,NYI,0
0.4268,0.705882,0.3902,0.519231,2022-02-25,CAR,CBJ,0
0.6341,0.358491,0.5854,0.346154,2022-02-25,CHI,NJD,0
0.4878,0.607843,0.5488,0.301887,2022-02-25,STL,BUF,0
0.4756,0.462963,0.561,0.538462,2022-02-25,ANA,LAK,1
0.3659,0.654321,0.5366,0.382716,2022-04-26,TOR,DET,0
0.5366,0.372549,0.4756,0.245283,2022-02-26,OTT,MTL,1
0.3902,0.660377,0.3293,0.557692,2022-02-26,FLA,EDM,1
0.5,0.307692,0.6585,0.518519,2022-02-26,PHI,WSH,0
0.5732,0.592593,0.4634,0.634615,2022-02-26,PIT,NYR,0
0.5732,0.566038,0.4146,0.666667,2022-02-26,NSH,TBL,1
0.4878,0.607843,0.4634,0.62,2022-02-26,CGY,MIN,0
0.561,0.54717,0.4146,0.395833,2022-02-26,LAK,NYI,0
0.622,0.442308,0.4756,0.596154,2022-02-26,SJS,BOS,1
0.4634,0.622642,0.5976,0.481481,2022-02-27,NYR,VAN,1
0.4268,0.711538,0.3293,0.54717,2022-02-27,CAR,EDM,0
0.3902,0.509434,0.5732,0.6,2022-02-27,CBJ,PIT,1
0.6341,0.351852,0.4878,0.615385,2022-02-27,CHI,STL,1
0.4512,0.557692,0.5488,0.296296,2022-02-27,DAL,BUF,0
0.4756,0.454545,0.4146,0.408163,2022-02-27,ANA,NYI,1
0.5854,0.358491,0.5976,0.472727,2022-02-28,NJD,VAN,0
0.5,0.294118,0.4878,0.6,2022-02-22,PHI,STL,1
0.6585,0.509091,0.3659,0.660377,2022-02-28,WSH,TOR,1
0.561,0.537037,0.4756,0.603774,2022-02-28,LAK,BOS,1
0.5366,0.444444,0.4268,0.698113,2022-03-01,DET,CAR,0
0.4146,0.673077,0.5366,0.365385,2022-03-01,TBL,OTT,0
0.5,0.301887,0.3293,0.555556,2022-03-01,PHI,EDM,1
0.3902,0.518519,0.5854,0.351852,2022-03-01,CBJ,NJD,0
0.4634,0.607843,0.4878,0.615385,2022-03-01,MIN,CGY,1
0.5244,0.740741,0.4146,0.4,2022-03-01,COL,NYI,0
0.4756,0.464286,0.4756,0.592593,2022-03-01,ANA,BOS,0
0.3659,0.648148,0.5488,0.309091,2022-03-02,TOR,BUF,1
0.4634,0.62963,0.4878,0.603774,2022-03-02,NYR,STL,0
0.4512,0.566038,0.561,0.527273,2022-03-02,DAL,LAK,0
0.4146,0.660377,0.5732,0.607143,2022-03-03,TBL,PIT,1
0.3902,0.666667,0.5366,0.358491,2022-03-03,FLA,OTT,0
0.4146,0.392157,0.5976,0.482143,2022-03-03,NYI,VAN,1
0.5,0.296296,0.4634,0.615385,2022-03-03,PHI,MIN,1
0.6585,0.517857,0.4268,0.685185,2022-03-03,WSH,CAR,0
0.6341,0.363636,0.3293,0.545455,2022-03-03,CHI,EDM,0
0.4878,0.603774,0.4756,0.254545,2022-03-03,CGY,MTL,1
0.5488,0.321429,0.4634,0.603774,2022-03-04,BUF,MIN,0
0.4146,0.666667,0.5366,0.436364,2022-03-04,TBL,DET,0
0.4634,0.636364,0.5854,0.345455,2022-03-04,NYR,NJD,0
0.4268,0.690909,0.5732,0.596491,2022-03-04,CAR,PIT,0
0.3902,0.509091,0.561,0.535714,2022-03-04,CBJ,LAK,1
0.3659,0.636364,0.5976,0.491228,2022-03-05,TOR,VAN,1
0.3902,0.672727,0.5366,0.428571,2022-03-05,FLA,DET,0
0.4146,0.403846,0.4878,0.592593,2022-03-05,NYI,STL,0
0.5,0.309091,0.6341,0.357143,2022-03-05,PHI,CHI,0
0.3902,0.5,0.4756,0.607143,2022-03-05,CBJ,BOS,1
0.5244,0.714286,0.4878,0.611111,2022-03-05,COL,CGY,1
0.3293,0.535714,0.4756,0.267857,2022-03-05,EDM,MTL,1
0.622,0.436364,0.5732,0.563636,2022-03-05,SJS,NSH,1
0.5488,0.315789,0.561,0.54386,2022-03-06,BUF,LAK,1
0.5854,0.357143,0.4878,0.581818,2022-03-06,NJD,STL,0
0.6341,0.350877,0.4146,0.672727,2022-03-06,CHI,TBL,1
0.4634,0.592593,0.4512,0.581818,2022-03-06,MIN,DAL,1
0.4756,0.465517,0.622,0.428571,2022-03-06,ANA,SJS,0
0.4756,0.596491,0.561,0.551724,2022-03-07,BOS,LAK,1
0.5488,0.310345,0.3902,0.678571,2022-03-07,BUF,FLA,1
0.4146,0.396226,0.5244,0.719298,2022-03-07,NYI,COL,1
0.3902,0.491228,0.3659,0.642857,2022-03-07,CBJ,TOR,1
0.5854,0.368421,0.5244,0.706897,2022-03-08,NJD,COL,0
0.5732,0.586207,0.3902,0.684211,2022-03-08,PIT,FLA,1
0.6341,0.362069,0.4756,0.457627,2022-03-08,CHI,ANA,0
0.4878,0.571429,0.5366,0.357143,2022-03-08,STL,OTT,1
0.5732,0.571429,0.4512,0.571429,2022-03-08,NSH,DAL,0
0.4634,0.6,0.4634,0.631579,2022-03-08,MIN,NYR,0
0.4878,0.607143,0.6585,0.534483,2022-03-08,CGY,WSH,1
0.3293,0.534483,0.6585,0.525424,2022-03-09,EDM,WSH,0
0.5976,0.5,0.4756,0.263158,2022-03-09,VAN,MTL,0
0.4756,0.603448,0.6341,0.355932,2022-03-10,BOS,CHI,0
0.5366,0.413793,0.4634,0.607143,2022-03-10,DET,MIN,1
0.3902,0.689655,0.5,0.315789,2022-03-10,FLA,PHI,0
0.4146,0.472222,0.5732,0.56,2022-04-12,NYI,PIT,0
0.4268,0.701754,0.5244,0.694915,2022-03-10,CAR,COL,0
0.4878,0.578947,0.4634,0.62069,2022-03-10,STL,NYR,0
0.5732,0.578947,0.4756,0.45,2022-03-10,NSH,ANA,0
0.4878,0.614035,0.4146,0.649123,2022-03-10,CGY,TBL,0
0.561,0.542373,0.622,0.438596,2022-03-10,LAK,SJS,1
0.3902,0.491525,0.4634,0.596491,2022-03-11,CBJ,MIN,0
0.5976,0.491525,0.6585,0.533333,2022-03-11,VAN,WSH,1
0.5366,0.362069,0.6341,0.366667,2022-03-12,OTT,CHI,1
0.5854,0.372881,0.4756,0.442623,2022-03-12,NJD,ANA,0
0.4268,0.706897,0.5,0.310345,2022-03-12,CAR,PHI,0
0.5732,0.568966,0.4878,0.586207,2022-03-12,NSH,STL,1
0.4512,0.561404,0.4634,0.627119,2022-03-12,DAL,NYR,1
0.4878,0.62069,0.5366,0.40678,2022-03-12,CGY,DET,0
0.3293,0.542373,0.4146,0.637931,2022-03-12,EDM,TBL,0
0.622,0.448276,0.561,0.533333,2022-03-12,SJS,LAK,0
0.5488,0.333333,0.3659,0.627119,2022-03-13,BUF,TOR,0
0.4146,0.428571,0.4756,0.435484,2022-03-13,NYI,ANA,0
0.5,0.305085,0.4756,0.271186,2022-03-13,PHI,MTL,1
0.5732,0.6,0.4268,0.694915,2022-03-13,PIT,CAR,0
0.4634,0.586207,0.5732,0.576271,2022-03-13,MIN,NSH,1
0.5244,0.7,0.4878,0.610169,2022-03-13,COL,CGY,0
0.5976,0.483333,0.4146,0.644068,2022-03-13,VAN,TBL,1
0.561,0.540984,0.3902,0.677966,2022-03-13,LAK,FLA,0
0.3659,0.633333,0.4512,0.551724,2022-03-15,TOR,DAL,0
0.4634,0.633333,0.4756,0.428571,2022-03-15,NYR,ANA,0
0.6585,0.540984,0.4146,0.421053,2022-03-15,WSH,NYI,0
0.6341,0.360656,0.4756,0.616667,2022-03-15,CHI,BOS,1
0.5732,0.583333,0.5732,0.590164,2022-03-15,NSH,PIT,0
0.3293,0.55,0.5366,0.4,2022-03-15,EDM,DET,0
0.5976,0.491803,0.5854,0.366667,2022-03-15,VAN,NJD,0
0.561,0.532258,0.5244,0.704918,2022-03-15,LAK,COL,1
0.622,0.440678,0.3902,0.683333,2022-03-15,SJS,FLA,1
0.5366,0.35,0.3902,0.508197,2022-03-16,OTT,CBJ,1
0.4634,0.59322,0.4756,0.606557,2022-03-16,MIN,BOS,0
0.4878,0.616667,0.5854,0.360656,2022-03-16,CGY,NJD,0
0.3659,0.639344,0.4268,0.683333,2022-03-17,TOR,CAR,0
0.4756,0.262295,0.4512,0.559322,2022-03-17,MTL,DAL,1
0.5,0.316667,0.5732,0.57377,2022-03-17,PHI,NSH,0
0.3902,0.5,0.6585,0.548387,2022-03-17,CBJ,WSH,1
0.4878,0.566667,0.5732,0.596774,2022-03-17,STL,PIT,1
0.3293,0.557377,0.5488,0.327869,2022-03-17,EDM,BUF,0
0.5976,0.483871,0.5366,0.409836,2022-03-17,VAN,DET,1
0.561,0.539683,0.622,0.433333,2022-03-17,LAK,SJS,0
0.5366,0.360656,0.5,0.311475,2022-03-18,OTT,PHI,0
0.4268,0.672131,0.6585,0.555556,2022-03-18,CAR,WSH,1
0.4878,0.606557,0.5488,0.33871,2022-03-18,CGY,BUF,1
0.4756,0.421875,0.3902,0.677419,2022-03-18,ANA,FLA,1
0.622,0.42623,0.5244,0.709677,2022-03-18,SJS,COL,1
0.4756,0.274194,0.5366,0.354839,2022-03-19,MTL,OTT,0
0.4146,0.639344,0.4634,0.629032,2022-03-19,TBL,NYR,1
0.4146,0.440678,0.4512,0.55,2022-03-19,NYI,DAL,0
0.3902,0.507937,0.4878,0.557377,2022-03-19,CBJ,STL,0
0.5732,0.580645,0.3659,0.629032,2022-03-19,NSH,TOR,0
0.4634,0.6,0.6341,0.354839,2022-03-19,MIN,CHI,0
0.3293,0.564516,0.5854,0.354839,2022-03-19,EDM,NJD,0
0.5976,0.47619,0.4878,0.612903,2022-03-19,VAN,CGY,1
0.5,0.322581,0.4146,0.433333,2022-03-20,PHI,NYI,0
0.6585,0.546875,0.4512,0.557377,2022-03-20,WSH,DAL,1
0.4268,0.66129,0.4634,0.634921,2022-03-20,CAR,NYR,1
0.5976,0.46875,0.5488,0.349206,2022-03-20,VAN,BUF,1
0.4756,0.606061,0.4756,0.2,2022-01-12,BOS,MTL,0
0.5244,0.714286,0.3293,0.555556,2022-03-21,COL,EDM,0
